id,pool_size,source,stock,basis,psych_type,outcome,text
DM-001486,268,토론방 댓글,현대차,심리주도,기타,불명,논리로 얘기 하면 좋을거 같은데 아쉽네요. 주식을 장기적으로 수익을 낼려면 재미없을때 적극적으로 움직여야 합니다. 지금 이럴때요. 저는 다음 종목 후보가 현대차 여서 눈팅 중입니다. 글쓴이 같은 반응들을 두루 살피다 보면 진입 시점 잡는데 약간의 도움이 됩니다.
DM-001643,268,토론방 본문,NAVER,매매아님,,불명,개미야 팔어라 니들은 어차피 못 먹어  본전 왔음 정리 해~~ 니네는 많이 못 먹어 본전 왔음 팔아야지
DM-001677,268,토론방 댓글,NAVER,매매아님,,불명,아따 말많네 팔았으면 꺼지라 좀 ㅎㅎ
DM-001687,268,토론방 본문,NAVER,심리주도,기타,손실·물림·후회,솔직히 네이버 주주로서 평단 190000원에 물량도 많지도 않지만 20만원 아래서 사서 20만원 위에서 판다는 저런 주린이들 털고 시원하게 쏘길 바라는 마음도 있지만 이왕 자리 잡은거 저딴소리 안나오게 후딱 25만원 위에서 놉시다
DM-001701,268,토론방 본문,NAVER,매매아님,,불명,"네이버 외국인/기관 1,500억 대량순매수 네이버 외국인/기관 1,500억 대량순매수"
DM-001712,268,토론방 본문,NAVER,매매아님,,불명,23에 매도폭탄이네 오르면패대기 반복이네ㅋㅋ 데센중에도힘이젤읍네
DM-001732,268,토론방 댓글,NAVER,불명,,불명,하닉 129만에 이미 진입해있는데욤..
DM-001735,268,토론방 본문,NAVER,불명,,불명,네이버 팔았나? 팔고 어디로 갈껀데~ 떠돌이 개미 종나 많은거 안다. 추천해줘봐. 1주 사서 지켜볼께
DM-001768,268,토론방 본문,NAVER,매매아님,,불명,"네이버 외국인/기관 1,400억 대량순매수 네이버 외국인/기관 1,400억 대량순매수"
DM-001851,268,토론방 본문,에코프로비엠,매매아님,,불명,코스닥 1등 주식이 현재는 완전 잡주가 되어버린 상황 왜 그럴까? 회사도 문제지만 더 큰 문제는 공매도 친 증권사들의 개 장난질 이것을 이기는 방법은 대형 수주가 답 그러나 이 회사는 3년하고도 몇 개월이 지나도 응답이 없다 자기들 회사 가치를 올려 주주 우선보다는 본인들 자리 지키기가 우선인 듯
DM-001927,268,토론방 본문,에코프로비엠,심리주도,기타,수익,관심종목에서 삭제했음 이런것을 23만에 매수하여 25만에 매도했다니.
DM-001983,268,토론방 본문,에코프로,심리주도,분위기편승,불명,쫄지마셈 안티하는 애들 ​ 더 떨어져서 싸게 사고 싶은데 ​ 생각보다 안떨어져서 저러는거임. ​ 서프라이즈였어도 떨어졌을거임 ​ 난 떨어질때 샀지롱 ㅋ
DM-002001,268,토론방 댓글,에코프로,매매아님,,불명,웅 괴추물 봉지에 담어서 물타ㅡ 초보구나 물타지 말고 다른계좌 만들어 사라
DM-002020,268,토론방 본문,에코프로,심리주도,분위기편승,불명,버티는거 보니 추세 전환인가 보다...풀매수 대응하자.. 머티도 밀렸다가 반등중이다... 프로는 잘 버티고 있는거 보니... 매수 찬스구만.... 풀매수 들어갑시다....
DM-002115,268,토론방 본문,알테오젠,매매아님,,불명,오늘  상승이유  바이오섹타  오르니까  동반편승해서  그리고  무증보고  단타성으로  들어와서 종가에는  크게  빠질듯 ​ 내일은  장대음봉 ​ 저점서  매수타점
DM-002218,268,토론방 본문,알테오젠,심리주도,조바심,불명,매수 마지막날! 오늘 매수하면 주당 0.3주 무증. 알테오젠 주식수늘릴 마지막 기회인가요.
DM-002365,268,토론방 본문,한미반도체,매매아님,,불명,어제 오늘 금요일 올린거 뺏으니 내일이나 모레 쳐올리것지 공매도 친게 얼마인데  넥장 오늘도 어떤지 보자 ㅎ
DM-002390,268,토론방 본문,한미반도체,매매아님,,불명,챙길수있을때 챙겨야지요. 주식은 매도해도 바로 돈을 쓸수가 없습니다. 3일뒤에 인출할수있지요. ​ 늦었다고 생각했을때가 가장 빠른시점이라고 하지요. 중앙일보에서는 반도체 끝물이라고 기사 내보내지요. 결국은 전기도 매출이 줄어드는겁니다. 수익이 있을때 챙기지 못하면 결국은 내돈이안되는거지요. ​ 이제 매도하고 챙겨야할때라고 10일간 알려드렸죠 그리고 이제는 이동을 해야할곳이 생겼다고 알려드렸구요. ​ 일단은 말씀드린 종목이 신용비율이 현저히 줄어들었네요. ​ 갤럭시아 머니트리 네이버에 게재된 매출과 영업이익과 영업이익율 찾아봤죠 2025년 1분기 매출 312억 영업이익 46억 영업이익율 14.63% 상당히 좋은영업이익율입니다. ​ 2분기 매출 323억 영업이익 50억 영업이익율 15.36% ​ 3분기 매출 329억 영업이익 48억 영업이익율 14.62% ​ 4분기 매출 333억 영업이익 41억 영
DM-002400,268,토론방 본문,한미반도체,매매아님,,불명,레버리지 원수놈 재명이가 죽어야 우리가 산다
DM-002416,268,토론방 댓글,한미반도체,심리주도,군집,수익,아제 따라 어제도 먹고 오늘도 먹고...다시 매수 행어요. 196에....
DM-002445,268,토론방 본문,한미반도체,매매아님,,불명,어차피 레버러지 자연사 할때까지는  많이 흔들듯 분할매수 하고 비중조절 해야함 ​
DM-003001,268,디시 제목,국내주식갤,불명,,불명,와시발 24에서 저점이네 들어갈까했는데
DM-003311,268,디시 본문,해외주식갤,매매아님,,불명,기관들은 주식을 판다고 그걸 현금으로 가지고 있기보다는 다른 주식을 사기 때문에 반도체에서 빠진 돈이 다른 곳으로 가면서 순간적으로 쏠림 현상이 생기고 반도체주는 지금 점점 시장 관심에서 소외되는 중인 거 같음 그러면 장기적으로 결국 시장에서 돈은 빠지게 돼있고 펀더멘탈이나 매크로와 다른 방향으로 가고 있기 때문에 큰 낙폭이 만들어지기 쉬운 상황임
DM-003480,268,디시 본문,미국주식갤,매매아님,,불명,"1. 현재 수치 • 현재 항복 지수 수치 -2.53 기록 • 기술적 구간: 표준편차 하단선(-1SD)을 크게 하회하는 극단적 과매도 영역 진입 2. 수급 및 심리 측면의 시사점 • 레버리지 청산 완료: 단일종목 레버리지 ETF 및 신용융자 잔고의 반대매매 및 강제 청산이 막바지에 다다름 • 투매 심리 극대화: 시장 참여자들의 공포에 의한 무차별 매도세가 최상단에 도달 • 매도 압력 완화: 시장 내 수급 악재 및 수급 불균형이 상당 부분 해소 3. 역사적 비교 및 바닥 신호 • 과거 위기 수준 근접: 2008년 글로벌 금융위기, 2011년 유럽 신용위기, 2018년 미·중 무역분쟁, 2020년 코로나19 팬데믹 당시 저점에 근접 • 비위기 상황에서 저점 달성: 실물 경기 위기가 아닌 상황에서 형성될 수 있는 최저점 도달 • 역사적 반등 패턴: 해당 지수가 -2.5 이하를 기록한 직후 시장은 강력한"
DM-003690,268,디시 본문,한국주식갤,심리주도,기타,수익,토스로 처음 해봤는데 이것저것 시스템 배우면서 하느라 단타 기회 2번 놓침 3번 매수 매도 해서 42000원 넘게 벌었는데 거의 움직임이 코인 수준이라 만족스러움 ㅋㅋ
DM-003743,268,유튜브 댓글,삼프로TV,매매아님,,불명,"정프로님이 약간 착각하는거 같은데, 외국인이라고 하니까 우리처럼 외국인 개개인이 투자하는 줄 아시나본데, 실제론 골드만삭스 모건스탠리 JP모건등 초거대 투자사들이 외국인들한테 투자받은 돈 모아서 운용 하는거임. 실제 외국인 개인이 직접 투자하는 규모보다 이게 훨씬 큼. 그러니까 이순신 장군님한테 명령받고 움직이는 병사들처럼 외국 개인이 일사분란하게 움직이는게 아니고 실제로 돈을 움직이는건 소수의 투자사들이 다 하는거지. 이건 용어의 문제도 있다고 봄. 외국인이라고 하니까 자꾸 외국인 개인들을 말하는거 같은데, 외국계투자 같은 용어로 만들었으면 이런 오해가 안생겼을거같음.  그리고 이건 심증이지만 저 거대 투자사들이 외국 시장 털어먹을때 서로 짬짜미 해서 같이 움직일 확률이 매우 높음. 그러니까 본장에서 일사 분란하게 뺐다가 야간선물시장에서 갑자기 몇조원 규모로 매수하고, 그걸 아침에 다 집어 던"
DM-003890,268,유튜브 댓글,삼프로TV,매매아님,,불명,"방송 나오는 증권사 소속 애널리스트 말은 절대로 믿는거 아님. 상승장에서는 애널들 말처럼 주가가 오르니까 뭔가 대단한 분석가인것처럼 보이지만,  하락장에서는 개미들을 저점 방어선으로 쓰는게 증권사 애널리스트들임. 8월에는 다를거다, 8월은 상승장이다 이런 증권사 소속 애널리스트들 한둘이 아닌데, 어제 봐봐 삼성전자를 외국인보다 더 많이 판게 국내 기관임. 증권사 소속 애널들이 외국인 동향은 못 읽어도 국내 기관들, 특히 본인 소속 증권사가 살지 팔지도 모르진 않을건데, 어제 하루만 투신 + 투자사들이 삼전만 6백만주를 팔아치우는데 이걸 몰라서 개미들한테 계속 사라고 했을까?  개미들이 사야 증권사는 수수료 수익벌어서 좋고, 또 지들이 가진 삼전 주식 뺄때 개미들이 저점 방어해줘서 좋고, 뭐로 보나 하락장에서 개미들이 매수를 계속 해야 지들한테 좋으니까 계속 사라고 속이면서 꼬드기는거임. 이거에 "
DM-004024,268,유튜브 댓글,삼프로TV,매매아님,,불명,몰빵이고 나발이고 이미 반도체만 남았다고 하면서 사람들 거의 반도체에 들어와 물렸을텐데 균형 잡을 돈이 있나 모르겠네.
DM-004941,268,유튜브 댓글,슈카월드,불명,,불명,​ @DIOLERS 전 50000프로요~ 증조할아버지가 이병철 지게꾼하시면서 종이주식 샀었는데 그때부터 장투중입니다~
